wikiproject**editor_text**user_id**project_edits**wp_edits**last_edit**regstr_time
Military history**Jon C.**1392227**10**7810**2017-07-20 19:14:35**2017-07-20 19:14:35
Military history**Chaheel Riens**8839503**7**21737**2017-07-20 21:17:39**2017-07-20 21:17:39
Military history**Trackratte**16993**27**3005**2017-07-14 16:27:15**2017-07-14 16:27:15
Military history**Peter K Burian**3578668**39**18300**2017-07-21 01:21:57**2017-07-21 01:21:57
Military history**DASDBILL2**8617791**15**189**2017-07-20 15:33:50**2017-07-20 15:33:50
Military history**Dawkeye**1524731**40**32173**2017-07-20 23:28:15**2017-07-20 23:28:15
Military history**Oskar71**6133615**20**2580**2017-07-20 09:39:37**2017-07-20 09:39:37
Military history**Richardawalker**17333652**13**314**2017-07-19 13:39:26**2017-07-19 13:39:26
Military history**BreakfastJr**18072051**23**6186**2017-07-21 01:02:17**2017-07-21 01:02:17
Military history**Metuselth**20176275**62**642**2017-07-17 10:59:42**2017-07-17 10:59:42
Military history**RegentsPark**4894531**10**25019**2017-07-20 20:45:06**2017-07-20 20:45:06
Military history**MaisonHorta**31030599**40**126**2017-07-16 16:58:05**2017-07-16 16:58:05
Military history**Jpgordon**96897**13**59636**2017-07-19 16:56:13**2017-07-19 16:56:13
Military history**Viking1808**13107710**50**1657**2017-07-13 11:47:57**2017-07-13 11:47:57
Military history**TheOldJacobite**5223685**14**80535**2017-07-20 22:54:42**2017-07-20 22:54:42
Military history**Zarcademan123456**30608857**60**434**2017-07-20 07:08:37**2017-07-20 07:08:37
Military history**Oliver Cooke**30128380**8**1448**2017-07-15 11:39:53**2017-07-15 11:39:53
Military history**Aṭlas**29145903**20**3144**2017-07-21 01:22:10**2017-07-21 01:22:10
Military history**Piledhigheranddeeper**5350778**36**29538**2017-07-20 02:24:10**2017-07-20 02:24:10
Military history**Capitals00**18010083**9**2014**2017-07-20 09:03:15**2017-07-20 09:03:15
Africa**JezGrove**21182132**5**6042**2017-07-20 10:47:53**2017-07-20 10:47:53
Africa**Adapad**31407554**10**244**2017-07-14 10:56:19**2017-07-14 10:56:19
Africa**Samsara**19527**4**23704**2017-07-21 01:40:08**2017-07-21 01:40:08
Africa**Nick-D**415269**4**77435**2017-07-15 11:07:45**2017-07-15 11:07:45
Africa**Ramòn DeLa Porta**27130873**3**366**2017-07-17 21:07:55**2017-07-17 21:07:55
Africa**Aṭlas**29145903**85**3144**2017-07-21 01:22:10**2017-07-21 01:22:10
Africa**Oskar71**6133615**10**2580**2017-07-20 09:39:37**2017-07-20 09:39:37
Africa**Bruce1ee**211905**4**73746**2017-07-20 15:34:08**2017-07-20 15:34:08
Africa**BreakfastJr**18072051**6**6186**2017-07-21 01:02:17**2017-07-21 01:02:17
Africa**WereSpielChequers**4071608**3**177066**2017-07-21 01:11:09**2017-07-21 01:11:09
Africa**Doug Weller**1304678**9**170537**2017-07-20 20:59:40**2017-07-20 20:59:40
Africa**Narky Blert**22041646**4**80063**2017-07-20 22:35:22**2017-07-20 22:35:22
Africa**Mr KEBAB**28161599**3**8865**2017-07-20 20:51:14**2017-07-20 20:51:14
Africa**M2545**9455233**92**42587**2017-07-20 18:03:19**2017-07-20 18:03:19
Africa**Jpgordon**96897**14**59636**2017-07-19 16:56:13**2017-07-19 16:56:13
Africa**Dawkeye**1524731**4**32173**2017-07-20 23:28:15**2017-07-20 23:28:15
Africa**Turnopoems**14434468**95**2325**2017-07-16 20:48:18**2017-07-16 20:48:18
Africa**Zarcademan123456**30608857**12**434**2017-07-20 07:08:37**2017-07-20 07:08:37
Africa**Nitpicking polish**17980321**10**2046**2017-07-20 20:29:19**2017-07-20 20:29:19
Africa**GL19GL61**25608111**9**159**2017-07-13 14:25:02**2017-07-13 14:25:02
Medicine**Chaheel Riens**8839503**2**21737**2017-07-20 21:17:39**2017-07-20 21:17:39
Medicine**Kleuske**703908**2**11229**2017-07-20 00:43:07**2017-07-20 00:43:07
