wikiproject**user_text**user_id**first_article**project_edits**wp_edits**last_edit**regstr_time
United States**Michael Thomas Gebauer**31506838**Billy Vaughn**1**1**2017-07-13 14:56:47**2017-07-13T14:55:23Z
United States**Glidejones3**31507744**DARPA**1**1**2017-07-13 17:42:59**2017-07-13T17:38:55Z
United States**Cody R**31505923**Chili's**1**10**2017-07-14 15:02:43**2017-07-13T12:20:12Z
United States**PsychoMind**31505027**List of inner suburbs in the United States**1**1**2017-07-13 09:35:00**2017-07-13T09:34:31Z
United States**SSwanson**31506328**Smashburger**1**1**2017-07-13 13:32:15**2017-07-13T13:29:01Z
United States**RVConsumer**31505186**Camping World**1**1**2017-07-13 10:11:19**2017-07-13T10:05:02Z
United States**6405CG5211HCW**31506000**Richard Miniter**1**1**2017-07-13 12:37:13**2017-07-13T12:33:51Z
United States**Lifesongsfm**31507084**WBSN-FM**1**1**2017-07-13 15:33:33**2017-07-13T15:30:29Z
United States**Truthintalk1999**31500052**Rusty Humphries**2**2**2017-07-13 12:54:42**2017-07-12T15:18:51Z
United States**Adamcom**31507132**WBSN-FM**1**1**2017-07-13 15:40:13**2017-07-13T15:39:13Z
United States**Jtule**31507948**Factiva**1**1**2017-07-13 18:21:51**2017-07-13T18:20:01Z
United States**Kg.hamilton89**31506231**Bank of America**1**2**2017-07-13 13:52:49**2017-07-13T13:12:50Z
United States**InstituteforWesternCivilization**31506404**Stephen Balch**2**2**2017-07-13 15:44:47**2017-07-13T13:42:19Z
United States**Zankoed**31506421**Chuck Blazer**1**1**2017-07-13 13:47:10**2017-07-13T13:45:17Z
United States**Ryneferrer**31505494**Bill Ackman**1**1**2017-07-13 11:17:10**2017-07-13T11:03:04Z
United States**William mcculloch**31506115**Collinwood**4**7**2017-07-13 14:38:23**2017-07-13T12:52:33Z
United States**Bubba The Boss**31495987**World War II**1**24**2017-07-17 03:02:45**2017-07-12T02:17:37Z
United States**Quicknitpick**31497685**Wes Montgomery**1**3**2017-07-13 15:52:56**2017-07-12T08:38:07Z
United States**FranklyFrank**31487148**Forney High School**24**27**2017-07-13 15:33:19**2017-07-10T19:13:54Z
India**Meganathan212**31505371**Subramania Bharati**1**1**2017-07-13 10:37:54**2017-07-13T10:36:26Z
India**Royarghya13**31504979**Vangaon**1**1**2017-07-13 09:26:20**2017-07-13T09:24:13Z
India**Aaryan332**31507467**Pune Institute of Computer Technology**1**1**2017-07-13 16:53:03**2017-07-13T16:43:50Z
India**Mohit Vora**31507086**Ghaggar-Hakra River**1**1**2017-07-13 15:37:55**2017-07-13T15:30:30Z
India**Adarsh.k.sri02**31506437**Brijesh Patel**1**1**2017-07-13 13:51:18**2017-07-13T13:49:14Z
India**Indian Bob**31505360**Gulbarga**1**1**2017-07-13 10:38:54**2017-07-13T10:34:50Z
India**Ranjith2surya**31505707**Sony Music India**1**1**2017-07-13 11:44:30**2017-07-13T11:43:26Z
India**Madheshi123**31502339**Madhesh**3**3**2017-07-13 16:09:27**2017-07-12T22:38:14Z
India**Salim ali mohammad**31504961**Shikhar Dhawan**1**1**2017-07-13 09:24:57**2017-07-13T09:21:35Z
India**Keluozie**31504872**Global Open University**4**4**2017-07-13 09:09:59**2017-07-13T09:02:06Z
India**Shabrikapoor**31507896**Kapoor**1**1**2017-07-13 18:21:33**2017-07-13T18:08:12Z
India**Sahilkhan2266**31504224**Gautam Gulati**2**2**2017-07-13 11:12:21**2017-07-13T06:48:30Z
India**XGurpreet**31505091**Operation Blue Star**3**3**2017-07-13 09:52:29**2017-07-13T09:46:27Z
India**DGB1965**31504737**Tata Steel Europe**1**4**2017-07-13 12:54:39**2017-07-13T08:37:25Z
India**Livefist**31504756**Kalvari-class submarine**2**5**2017-07-16 08:32:46**2017-07-13T08:42:25Z
India**Dvoltor46**31506583**Akshayavat**1**1**2017-07-13 14:20:02**2017-07-13T14:15:40Z
India**KochiChithram**31505272**Jayabharathi**4**4**2017-07-13 10:45:08**2017-07-13T10:18:34Z
India**Kintomechanic**31492067**Sheila Sri Prakash**17**27**2017-07-20 10:19:32**2017-07-11T13:08:32Z
India**Virendersrawat**31505157**Surveyor General of India**1**1**2017-07-13 10:07:55**2017-07-13T10:00:28Z
India**Imranrajput1061**31505447**Ishq Ka Manjan**2**49**2017-07-14 17:51:11**2017-07-13T10:52:57Z
India**Heird**31499493**Kalasha**1**12**2017-07-13 09:15:43**2017-07-12T13:55:09Z
India**SunitaDev**31499935**Madhesh**13**13**2017-07-13 17:51:55**2017-07-12T15:03:42Z
India**RamRS**31505648**Gerugambakkam**1**1**2017-07-13 11:43:43**2017-07-13T11:31:14Z
India**Jasmean!!**31498003**Kirat Karo**1**1**2017-07-13 11:16:04**2017-07-12T09:35:14Z
India**Jaiswalankur**31506203**Nagpur**2**2**2017-07-13 13:13:29**2017-07-13T13:09:46Z
Birds**JenK1**31505339**Jemima Parry-Jones**5**5**2017-07-18 08:49:40**2017-07-13T10:29:59Z
Professional wrestling**ActuallyEDP**31507645**Xavier Woods**2**3**2017-07-13 17:20:12**2017-07-13T17:15:42Z
Professional wrestling**Maverick3427**31507758**Chris Hero**1**1**2017-07-13 17:42:20**2017-07-13T17:41:29Z
Professional wrestling**Sasss114**31505881**Adam Cole**1**1**2017-07-13 12:16:40**2017-07-13T12:14:26Z
Professional wrestling**Actuallysethrollings1**31507251**Sin Cara**11**11**2017-07-13 17:35:31**2017-07-13T16:02:59Z
Football**Swedishfinngermanophile**31504748**James Rodríguez**6**12**2017-07-18 14:23:59**2017-07-13T08:40:50Z
Football**Kristen lewis**31506186**Udanta Singh**5**5**2017-07-13 13:38:54**2017-07-13T13:06:38Z
Football**Arjunc009**31504998**Kerala Blasters FC**2**2**2017-07-14 17:54:12**2017-07-13T09:28:52Z
Football**Akiratee**31505944**List of football clubs in Italy**1**1**2017-07-13 12:25:33**2017-07-13T12:23:56Z
Football**Boo-boo1**31506137**Lee Tomlin**3**3**2017-07-13 13:19:44**2017-07-13T12:57:29Z
Football**Ritjon Vlore**31506661**Yuto Nagatomo**1**1**2017-07-13 14:46:14**2017-07-13T14:27:56Z
Football**7aidderr**31506707**Kyle Walker**1**1**2017-07-13 14:36:25**2017-07-13T14:34:43Z
Football**Sam Wallace**31506064**Lee Tomlin**2**2**2017-07-13 13:08:32**2017-07-13T12:44:09Z
Football**Paperfish122**31492154**Marcelo Antônio Guedes Filho**5**45**2017-07-13 14:27:07**2017-07-11T13:21:08Z
Football**Spfcisthebest**31502422**Paulo Roberto Falcão**11**13**2017-07-13 18:05:51**2017-07-12T23:00:38Z
Football**Rebeccadill**31505456**Best Female Athlete ESPY Award**1**1**2017-07-13 10:55:45**2017-07-13T10:54:25Z
Film**BJSelavkaS2023**31507677**Warner Bros. Animation**1**11**2017-07-14 13:59:59**2017-07-13T17:23:11Z
Film**Carlosdsoares**31505502**Netflix**1**1**2017-07-13 11:30:54**2017-07-13T11:05:40Z
Film**Martybmusic**31507189**Spider-Man 2**4**4**2017-07-13 15:55:23**2017-07-13T15:48:09Z
Film**Bob300400**31507313**Blade Runner**1**1**2017-07-13 16:13:59**2017-07-13T16:12:57Z
Film**Brian fuller**31507998**The Godfather Part III**1**1**2017-07-13 18:52:22**2017-07-13T18:29:15Z
Film**Gordonfc**31507753**The Questor Tapes**2**2**2017-07-13 17:49:12**2017-07-13T17:40:32Z
Film**Garfield7380**31487566**Cinema of Germany**30**581**2017-07-21 02:10:25**2017-07-10T20:33:13Z
Film**Neweditorpk**31491434**Bin Roye**20**79**2017-07-19 23:20:20**2017-07-11T11:24:36Z
Video games**SaulofTarsis**31506276**Chocobo**1**1**2017-07-13 13:24:47**2017-07-13T13:19:34Z
Video games**Sa7urn007**31507594**Tomb Raider**1**1**2017-07-13 17:09:42**2017-07-13T17:07:36Z
